Frame, Timestamp, Time_of_day, Day_of_year, Longitude, Latitude, Altitude, Pitch, Roll, Yaw, Rain_ratio, Visibility, Snow_now
57, 2.97656, 20538.00, 105.00, 116.61453613, 39.96380198, 598.74743988, 3.37272072, 0.16916198, 352.72409058, 0.9973, 86.0110, 6.3300
58, 3.03125, 20538.00, 105.00, 116.61452760, 39.96385429, 598.54957192, 3.34317040, 0.16454864, 352.72610474, 0.9973, 86.0075, 6.3300
59, 3.08594, 20538.00, 105.00, 116.61451920, 39.96390571, 598.35494696, 3.31423330, 0.16015922, 352.72833252, 0.9973, 86.0039, 6.3300
60, 3.14063, 20538.00, 105.00, 116.61451060, 39.96395841, 598.15491024, 3.28441882, 0.15580690, 352.73089600, 0.9973, 85.9998, 6.3300
61, 3.19531, 20538.00, 105.00, 116.61450209, 39.96401056, 597.95617337, 3.25474286, 0.15164286, 352.73367310, 0.9973, 85.9963, 6.3300
62, 3.25781, 20538.00, 105.00, 116.61449357, 39.96406276, 597.75635555, 3.22501636, 0.14761324, 352.73666382, 0.9973, 85.9927, 6.3300
63, 3.31250, 20538.00, 105.00, 116.61448457, 39.96411791, 597.54423539, 3.19373870, 0.14350557, 352.74011230, 0.9973, 85.9892, 6.3300
64, 3.36719, 20538.00, 105.00, 116.61447611, 39.96416973, 597.34386112, 3.16459346, 0.13978027, 352.74353027, 0.9973, 85.9856, 6.3300
65, 3.42188, 20538.00, 105.00, 116.61446750, 39.96422247, 597.13880117, 3.13527822, 0.13611986, 352.74722290, 0.9973, 85.9821, 6.3300
66, 3.47656, 20538.00, 105.00, 116.61445866, 39.96427665, 596.92689174, 3.10560369, 0.13249382, 352.75119019, 0.9973, 85.9780, 6.3300
67, 3.53125, 20538.00, 105.00, 116.61445023, 39.96432833, 596.72353203, 3.07777143, 0.12915823, 352.75515747, 0.9973, 85.9744, 6.3300
68, 3.58594, 20538.00, 105.00, 116.61444178, 39.96438009, 596.51853998, 3.05039239, 0.12593341, 352.75924683, 0.9973, 85.9709, 6.3300
69, 3.64844, 20538.00, 105.00, 116.61443319, 39.96443273, 596.30872865, 3.02308536, 0.12277085, 352.76354980, 0.9973, 85.9673, 6.3300
70, 3.70313, 20538.00, 105.00, 116.61442425, 39.96448754, 596.08869030, 2.99522066, 0.11959789, 352.76815796, 0.9973, 85.9638, 6.3300
71, 3.75781, 20538.00, 105.00, 116.61441536, 39.96454202, 595.86842958, 2.96810436, 0.11656266, 352.77285767, 0.9973, 85.9597, 6.3300
72, 3.82031, 20538.00, 105.00, 116.61440686, 39.96459409, 595.65634427, 2.94271088, 0.11376721, 352.77743530, 0.9973, 85.9562, 6.3300
73, 3.87500, 20538.00, 105.00, 116.61439823, 39.96464698, 595.43937342, 2.91743636, 0.11103075, 352.78216553, 0.9973, 85.9526, 6.3300
74, 3.92969, 20538.00, 105.00, 116.61438977, 39.96469882, 595.22512244, 2.89314008, 0.10844526, 352.78686523, 0.9973, 85.9491, 6.3300
75, 3.98438, 20538.00, 105.00, 116.61438123, 39.96475120, 595.00705628, 2.86906481, 0.10592751, 352.79168701, 0.9973, 85.9455, 6.3300
76, 4.03906, 20538.00, 105.00, 116.61437258, 39.96480425, 594.78449292, 2.84513974, 0.10346993, 352.79660034, 0.9973, 85.9419, 6.3300
77, 4.09375, 20538.00, 105.00, 116.61436400, 39.96485683, 594.56219006, 2.82182169, 0.10112246, 352.80145264, 0.9973, 85.9379, 6.3300
78, 4.14844, 20538.00, 105.00, 116.61435548, 39.96490902, 594.33985858, 2.79898047, 0.09887604, 352.80630493, 0.9973, 85.9343, 6.3300
79, 4.21094, 20538.00, 105.00, 116.61434685, 39.96496193, 594.11276732, 2.77602410, 0.09668103, 352.81127930, 0.9973, 85.9308, 6.3300
80, 4.26563, 20538.00, 105.00, 116.61433815, 39.96501527, 593.88198635, 2.75294614, 0.09454688, 352.81619263, 0.9973, 85.9272, 6.3300
81, 4.32031, 20538.00, 105.00, 116.61432964, 39.96506748, 593.65440008, 2.73030972, 0.09253265, 352.82101440, 0.9973, 85.9237, 6.3300
82, 4.37500, 20538.00, 105.00, 116.61432124, 39.96511899, 593.42814280, 2.70781922, 0.09061333, 352.82571411, 0.9973, 85.9201, 6.3300
83, 4.42969, 20538.00, 105.00, 116.61431264, 39.96517173, 593.19470757, 2.68454647, 0.08871523, 352.83050537, 0.9973, 85.9166, 6.3300
84, 4.48438, 20538.00, 105.00, 116.61430421, 39.96522340, 592.96427106, 2.66145134, 0.08691835, 352.83514404, 0.9973, 85.9130, 6.3300
85, 4.53906, 20538.00, 105.00, 116.61429570, 39.96527563, 592.72957127, 2.63778830, 0.08516195, 352.83975220, 0.9973, 85.9095, 6.3300
86, 4.59375, 20538.00, 105.00, 116.61428742, 39.96532640, 592.49965452, 2.61449146, 0.08350958, 352.84417725, 0.9973, 85.9059, 6.3300
87, 4.64844, 20538.00, 105.00, 116.61427901, 39.96537796, 592.26439263, 2.59059238, 0.08188411, 352.84857178, 0.9973, 85.9023, 6.3300
88, 4.70313, 20538.00, 105.00, 116.61427032, 39.96543129, 592.01909088, 2.56571031, 0.08025523, 352.85299683, 0.9973, 85.8983, 6.3300
89, 4.76563, 20538.00, 105.00, 116.61426175, 39.96548382, 591.77554127, 2.54118896, 0.07870079, 352.85729980, 0.9973, 85.8947, 6.3300
90, 4.82031, 20538.00, 105.00, 116.61425342, 39.96553492, 591.53673499, 2.51745486, 0.07723310, 352.86138916, 0.9973, 85.8912, 6.3300
91, 4.87500, 20538.00, 105.00, 116.61424468, 39.96558854, 591.28409662, 2.49279499, 0.07573768, 352.86557007, 0.9973, 85.8876, 6.3300
92, 4.92969, 20538.00, 105.00, 116.61423606, 39.96564145, 591.03273584, 2.46881294, 0.07430353, 352.86950684, 0.9973, 85.8841, 6.3300
93, 4.99219, 20538.00, 105.00, 116.61422720, 39.96569584, 590.77216483, 2.44460988, 0.07287045, 352.87347412, 0.9973, 85.8800, 6.3300
94, 5.04688, 20538.00, 105.00, 116.61421857, 39.96574876, 590.51652110, 2.42157125, 0.07151327, 352.87716675, 0.9973, 85.8764, 6.3300
95, 5.10156, 20538.00, 105.00, 116.61421001, 39.96580129, 590.26066197, 2.39925432, 0.07020018, 352.88070679, 0.9973, 85.8729, 6.3300
96, 5.15625, 20538.00, 105.00, 116.61420153, 39.96585332, 590.00515396, 2.37772655, 0.06893052, 352.88403320, 0.9973, 85.8693, 6.3300
97, 5.21875, 20538.00, 105.00, 116.61419225, 39.96591031, 589.72291326, 2.35483742, 0.06757342, 352.88757324, 0.9973, 85.8653, 6.3300
98, 5.27344, 20538.00, 105.00, 116.61418353, 39.96596382, 589.45564737, 2.33400893, 0.06632844, 352.89074707, 0.9973, 85.8617, 6.3300
99, 5.32813, 20538.00, 105.00, 116.61417519, 39.96601500, 589.19793386, 2.31470251, 0.06516209, 352.89361572, 0.9973, 85.8582, 6.3300
100, 5.38281, 20538.00, 105.00, 116.61416675, 39.96606686, 588.93476399, 2.29575491, 0.06400333, 352.89636230, 0.9973, 85.8546, 6.3300
101, 5.43750, 20538.00, 105.00, 116.61415816, 39.96611960, 588.66501223, 2.27711058, 0.06284640, 352.89898682, 0.9973, 85.8511, 6.3300
102, 5.49219, 20538.00, 105.00, 116.61414965, 39.96617185, 588.39569288, 2.25924826, 0.06172071, 352.90145874, 0.9973, 85.8475, 6.3300
103, 5.54688, 20538.00, 105.00, 116.61414111, 39.96622431, 588.12317990, 2.24190426, 0.06060899, 352.90377808, 0.9973, 85.8434, 6.3300
104, 5.60938, 20538.00, 105.00, 116.61413268, 39.96627604, 587.85240237, 2.22536397, 0.05952944, 352.90591431, 0.9973, 85.8399, 6.3300
105, 5.66406, 20538.00, 105.00, 116.61412405, 39.96632909, 587.57261210, 2.20896363, 0.05843792, 352.90792847, 0.9973, 85.8363, 6.3300
106, 5.71875, 20538.00, 105.00, 116.61411564, 39.96638072, 587.29827187, 2.19352579, 0.05738973, 352.90972900, 0.9973, 85.8328, 6.3300
107, 5.77344, 20538.00, 105.00, 116.61410708, 39.96643327, 587.01703743, 2.17832708, 0.05633590, 352.91140747, 0.9973, 85.8292, 6.3300
108, 5.82813, 20538.00, 105.00, 116.61409864, 39.96648517, 586.73723036, 2.16379857, 0.05530678, 352.91293335, 0.9973, 85.8257, 6.3300
109, 5.88281, 20538.00, 105.00, 116.61409032, 39.96653628, 586.45978447, 2.14994931, 0.05430345, 352.91424561, 0.9973, 85.8221, 6.3300
110, 5.93750, 20538.00, 105.00, 116.61408200, 39.96658737, 586.18054235, 2.13654017, 0.05331011, 352.91543579, 0.9973, 85.8186, 6.3300
111, 5.99219, 20538.00, 105.00, 116.61407361, 39.96663895, 585.89677430, 2.12342334, 0.05231588, 352.91650391, 0.9973, 85.8150, 6.3300
112, 6.04688, 20538.00, 105.00, 116.61406513, 39.96669104, 585.60821226, 2.11057186, 0.05131953, 352.91738892, 0.9973, 85.8114, 6.3300
113, 6.10156, 20538.00, 105.00, 116.61405670, 39.96674285, 585.31933603, 2.09815645, 0.05033583, 352.91815186, 0.9973, 85.8079, 6.3300
114, 6.15625, 20538.00, 105.00, 116.61404827, 39.96679468, 585.02845742, 2.08607173, 0.04935849, 352.91879272, 0.9973, 85.8043, 6.3300
115, 6.21094, 20538.00, 105.00, 116.61403971, 39.96684729, 584.73132581, 2.07412362, 0.04837226, 352.91931152, 0.9973, 85.8008, 6.3300
116, 6.27344, 20538.00, 105.00, 116.61403122, 39.96689946, 584.43480715, 2.06257105, 0.04739936, 352.91961670, 0.9973, 85.7967, 6.3300
117, 6.32813, 20538.00, 105.00, 116.61402249, 39.96695309, 584.12808208, 2.05098820, 0.04640458, 352.91983032, 0.9973, 85.7932, 6.3300
118, 6.38281, 20538.00, 105.00, 116.61401424, 39.96700386, 583.83602785, 2.04029417, 0.04546749, 352.91992188, 0.9973, 85.7896, 6.3300
119, 6.43750, 20538.00, 105.00, 116.61400582, 39.96705561, 583.53655448, 2.02967191, 0.04451630, 352.91992188, 0.9973, 85.7861, 6.3300
120, 6.51563, 20538.00, 105.00, 116.61399335, 39.96713226, 583.08978642, 2.01447725, 0.04311392, 352.91961670, 0.9973, 85.7810, 6.3300
121, 6.57031, 20538.00, 105.00, 116.61398500, 39.96718359, 582.78851411, 2.00467706, 0.04217904, 352.91931152, 0.9973, 85.7774, 6.3300
122, 6.62500, 20538.00, 105.00, 116.61397674, 39.96723443, 582.48846613, 1.99527550, 0.04125639, 352.91888428, 0.9973, 85.7739, 6.3300
123, 6.67969, 20538.00, 105.00, 116.61396804, 39.96728793, 582.17102245, 1.98572052, 0.04028847, 352.91833496, 0.9973, 85.7698, 6.3300
124, 6.74219, 20538.00, 105.00, 116.61395941, 39.96734099, 581.85449913, 1.97659111, 0.03933175, 352.91766357, 0.9973, 85.7663, 6.3300
125, 6.79688, 20538.00, 105.00, 116.61395011, 39.96739821, 581.51118223, 1.96713686, 0.03830378, 352.91683960, 0.9973, 85.7622, 6.3300
126, 6.85156, 20538.00, 105.00, 116.61394177, 39.96744949, 581.20186527, 1.95901549, 0.03738596, 352.91604614, 0.9973, 85.7586, 6.3300
127, 6.90625, 20538.00, 105.00, 116.61393355, 39.96750006, 580.89540068, 1.95133948, 0.03648409, 352.91516113, 0.9973, 85.7556, 6.3300
128, 6.96094, 20538.00, 105.00, 116.61392535, 39.96755049, 580.58830273, 1.94401276, 0.03558802, 352.91421509, 0.9973, 85.7520, 6.3300
129, 7.01563, 20538.00, 105.00, 116.61391709, 39.96760134, 580.27715064, 1.93695617, 0.03468759, 352.91317749, 0.9973, 85.7485, 6.3300
130, 7.07031, 20538.00, 105.00, 116.61390884, 39.96765207, 579.96532865, 1.93024933, 0.03379308, 352.91207886, 0.9973, 85.7449, 6.3300
131, 7.12500, 20538.00, 105.00, 116.61390056, 39.96770301, 579.65083738, 1.92384899, 0.03289863, 352.91088867, 0.9973, 85.7414, 6.3300
132, 7.17969, 20538.00, 105.00, 116.61389227, 39.96775403, 579.33439709, 1.91777062, 0.03200682, 352.90969849, 0.9973, 85.7378, 6.3300
133, 7.23438, 20538.00, 105.00, 116.61388328, 39.96780932, 578.98997280, 1.91156113, 0.03104539, 352.90832520, 0.9973, 85.7337, 6.3300
134, 7.28906, 20538.00, 105.00, 116.61387491, 39.96786086, 578.66744980, 1.90611660, 0.03015392, 352.90698242, 0.9973, 85.7302, 6.3300
135, 7.34375, 20538.00, 105.00, 116.61386662, 39.96791183, 578.34725165, 1.90106142, 0.02927716, 352.90557861, 0.9973, 85.7266, 6.3300
136, 7.39844, 20538.00, 105.00, 116.61385835, 39.96796272, 578.02622644, 1.89633548, 0.02840715, 352.90420532, 0.9973, 85.7231, 6.3300
137, 7.45313, 20538.00, 105.00, 116.61384997, 39.96801432, 577.69944312, 1.89186835, 0.02753073, 352.90274048, 0.9973, 85.7195, 6.3300
138, 7.50781, 20538.00, 105.00, 116.61384154, 39.96806622, 577.36950279, 1.88770115, 0.02665552, 352.90124512, 0.9973, 85.7160, 6.3300
139, 7.56250, 20538.00, 105.00, 116.61383310, 39.96811812, 577.03835135, 1.88385677, 0.02578689, 352.89971924, 0.9973, 85.7124, 6.3300
140, 7.61719, 20538.00, 105.00, 116.61382467, 39.96817001, 576.70602399, 1.88032985, 0.02492565, 352.89819336, 0.9973, 85.7089, 6.3300
141, 7.67188, 20538.00, 105.00, 116.61381631, 39.96822146, 576.37530073, 1.87714207, 0.02407895, 352.89669800, 0.9973, 85.7053, 6.3300
142, 7.72656, 20538.00, 105.00, 116.61380802, 39.96827247, 576.04632378, 1.87428188, 0.02324704, 352.89514160, 0.9973, 85.7018, 6.3300
143, 7.78125, 20538.00, 105.00, 116.61379979, 39.96832318, 575.71823074, 1.87172973, 0.02242827, 352.89361572, 0.9973, 85.6982, 6.3300
144, 7.83594, 20538.00, 105.00, 116.61379152, 39.96837405, 575.38795477, 1.86945677, 0.02161494, 352.89205933, 0.9973, 85.6946, 6.3300
145, 7.89063, 20538.00, 105.00, 116.61378329, 39.96842473, 575.05794967, 1.86747539, 0.02081362, 352.89056396, 0.9973, 85.6911, 6.3300
146, 7.94531, 20538.00, 105.00, 116.61377506, 39.96847538, 574.72716149, 1.86577129, 0.02002184, 352.88903809, 0.9973, 85.6880, 6.3300
147, 8.00000, 20538.00, 105.00, 116.61376666, 39.96852711, 574.38835799, 1.86431181, 0.01922305, 352.88748169, 0.9973, 85.6845, 6.3300
148, 8.05469, 20538.00, 105.00, 116.61375843, 39.96857777, 574.05554569, 1.86315238, 0.01845086, 352.88598633, 0.9973, 85.6809, 6.3300
149, 8.11719, 20538.00, 105.00, 116.61374998, 39.96862975, 573.71312975, 1.86223650, 0.01766912, 352.88442993, 0.9973, 85.6774, 6.3300
150, 8.17188, 20538.00, 105.00, 116.61374096, 39.96868529, 573.34626224, 1.86155963, 0.01684685, 352.88284302, 0.9973, 85.6733, 6.3300
151, 8.22656, 20538.00, 105.00, 116.61373208, 39.96873998, 572.98398326, 1.86119127, 0.01605015, 352.88128662, 0.9973, 85.6693, 6.3300
152, 8.28125, 20538.00, 105.00, 116.61372364, 39.96879193, 572.63905053, 1.86116076, 0.01530614, 352.87985229, 0.9973, 85.6657, 6.3300
153, 8.33594, 20538.00, 105.00, 116.61371537, 39.96884280, 572.30076877, 1.86183023, 0.01458966, 352.87847900, 0.9973, 85.6621, 6.3300
154, 8.39063, 20538.00, 105.00, 116.61370715, 39.96889339, 571.96404872, 1.86323905, 0.01388935, 352.87713623, 0.9973, 85.6591, 6.3300
155, 8.44531, 20538.00, 105.00, 116.61369885, 39.96894451, 571.62348682, 1.86533868, 0.01319481, 352.87579346, 0.9973, 85.6555, 6.3300
156, 8.50000, 20538.00, 105.00, 116.61369030, 39.96899715, 571.27245304, 1.86812198, 0.01249327, 352.87445068, 0.9973, 85.6515, 6.3300
157, 8.55469, 20538.00, 105.00, 116.61368202, 39.96904815, 570.93210869, 1.87132740, 0.01182736, 352.87319946, 0.9973, 85.6479, 6.3300
158, 8.60938, 20538.00, 105.00, 116.61367368, 39.96909947, 570.58936567, 1.87497497, 0.01117134, 352.87200928, 0.9973, 85.6444, 6.3300
159, 8.66406, 20538.00, 105.00, 116.61366541, 39.96915040, 570.24892193, 1.87893355, 0.01053379, 352.87081909, 0.9973, 85.6413, 6.3300
160, 8.71875, 20538.00, 105.00, 116.61365701, 39.96920211, 569.90315376, 1.88322175, 0.00990183, 352.86972046, 0.9973, 85.6373, 6.3300
161, 8.77344, 20538.00, 105.00, 116.61364867, 39.96925346, 569.55959358, 1.88768315, 0.00928845, 352.86859131, 0.9973, 85.6337, 6.3300
162, 8.82813, 20538.00, 105.00, 116.61364034, 39.96930470, 569.21659246, 1.89227736, 0.00869179, 352.86755371, 0.9973, 85.6302, 6.3300
163, 8.88281, 20538.00, 105.00, 116.61363207, 39.96935562, 568.87558424, 1.89693511, 0.00811385, 352.86657715, 0.9973, 85.6271, 6.3300
164, 8.93750, 20538.00, 105.00, 116.61362368, 39.96940727, 568.52967678, 1.90170872, 0.00754315, 352.86560059, 0.9973, 85.6236, 6.3300
165, 8.99219, 20538.00, 105.00, 116.61361528, 39.96945899, 568.18310974, 1.90650594, 0.00698742, 352.86468506, 0.9973, 85.6195, 6.3300
166, 9.04688, 20538.00, 105.00, 116.61360686, 39.96951081, 567.83589203, 1.91129768, 0.00644705, 352.86386108, 0.9973, 85.6159, 6.3300
167, 9.10156, 20538.00, 105.00, 116.61359855, 39.96956200, 567.49280645, 1.91599560, 0.00592891, 352.86306763, 0.9973, 85.6124, 6.3300
168, 9.15625, 20538.00, 105.00, 116.61359020, 39.96961335, 567.14868206, 1.92065609, 0.00542527, 352.86230469, 0.9973, 85.6088, 6.3300
169, 9.21875, 20538.00, 105.00, 116.61358157, 39.96966648, 566.79262065, 1.92541075, 0.00492125, 352.86157227, 0.9973, 85.6053, 6.3300
170, 9.27344, 20538.00, 105.00, 116.61357310, 39.96971867, 566.44284646, 1.93000877, 0.00444343, 352.86096191, 0.9973, 85.6017, 6.3300
171, 9.32813, 20538.00, 105.00, 116.61356473, 39.96977015, 566.09783306, 1.93446910, 0.00398790, 352.86035156, 0.9973, 85.5982, 6.3300
172, 9.38281, 20538.00, 105.00, 116.61355611, 39.96982325, 565.74207746, 1.93899024, 0.00353564, 352.85980225, 0.9973, 85.5946, 6.3300
173, 9.43750, 20538.00, 105.00, 116.61354768, 39.96987509, 565.39477763, 1.94332826, 0.00311065, 352.85928345, 0.9973, 85.5910, 6.3300
174, 9.49219, 20538.00, 105.00, 116.61353927, 39.96992686, 565.04802048, 1.94758761, 0.00270327, 352.85885620, 0.9973, 85.5875, 6.3300
175, 9.54688, 20538.00, 105.00, 116.61353083, 39.96997887, 564.69978768, 1.95179927, 0.00231060, 352.85845947, 0.9973, 85.5839, 6.3300
176, 9.60156, 20538.00, 105.00, 116.61352233, 39.97003115, 564.34977164, 1.95597100, 0.00193285, 352.85815430, 0.9973, 85.5799, 6.3300
177, 9.66406, 20538.00, 105.00, 116.61351355, 39.97008518, 563.98816162, 1.96022534, 0.00155954, 352.85778809, 0.9973, 85.5763, 6.3300
178, 9.71875, 20538.00, 105.00, 116.61350517, 39.97013680, 563.64284638, 1.96424103, 0.00121974, 352.85757446, 0.9973, 85.5728, 6.3300
179, 9.77344, 20538.00, 105.00, 116.61349681, 39.97018821, 563.29901248, 1.96820176, 0.00089759, 352.85742188, 0.9973, 85.5692, 6.3300
180, 9.82813, 20538.00, 105.00, 116.61348838, 39.97024011, 562.95207515, 1.97216666, 0.00058779, 352.85723877, 0.9973, 85.5657, 6.3300
